"tSNE1","tSNE2","D2A","D3A","D1A","B2A","B1A","B3A"
-2.92733077883372,-4.40503100299947,0.448974156346407,0.398697195387282,0.455371002543252,0.340320135618766,0.345072194749976,0.305426754705602
13.65626168805,4.97526127867348,0.334899694355282,0.348140984120117,0.35133266380793,0.152177714571571,0.154769876422415,0.0812449736637757
-1.24291241687698,13.085590156477,0.123045805560352,0.228605272707552,0.265402657155411,0.424173114577786,0.409686053909365,0.229347389991631
4.37350764681035,14.2018328353311,0.0787393213527442,0.109468948126764,0.0838754030122217,0.18703953696242,0.0730087836122865,1.13285054220963
1.54815300097532,8.60106205893527,0.245142587515689,0.36411383500998,0.258378349279149,0.32128287453645,0.264403916438777,0.223050081906131
-3.39414980476285,2.46911926520838,0.363637898791015,0.428055638915142,0.320583065557971,0.388353617845428,0.146806654914844,0.141918766328416
-12.9373982649221,-14.9933886664633,0.855904472705533,0.627269364384569,0.557227352488852,0.56856834634237,0.594418681519222,0.651129492270411
-4.14251433358419,-3.48436082843091,0.461511286809731,0.438050572985835,0.427637878719649,0.420844974914893,0.281055416796557,0.305426754705602
1.07288095135822,-2.32864679421467,0.342612092780278,0.48832442749795,0.346893616325596,0.271203057480945,0.377037609691018,0.241547898276852
0.98538870307831,11.4298070791756,0.23034370232785,0.223397267288815,0.342353018546116,0.329741560955433,0.334395630416784,0.298990918587597
-1.46863076928383,-3.52777677199798,0.417906467845467,0.494267582325956,0.383538968230947,0.34137211880366,0.371863826974859,0.336724015876355
1.20993874816227,5.12305481895767,0.372244964143975,0.258890290171361,0.300902276936395,0.403197013438055,0.381168673314833,0.261330357908186
10.6490148831444,2.45106660365065,0.385999355741663,0.510224553447772,0.292110946666252,0.216535200202883,0.197846630654133,0.119545901138667
-3.38992907022661,10.8666605058763,0.173565512930209,0.364010074561147,0.348035223291699,0.41931101179096,0.343717307611081,0.343960014038619
3.07446251453499,9.57428518045268,0.17520695980898,0.263904882297002,0.221610461746792,0.349003838833404,0.128156131801497,0.220032074883101
-3.99966356887229,-7.96030573772618,0.399967339887453,0.509011912493044,0.555365891053913,0.32048829774264,0.361610915569981,0.458338849554584
18.0854505267237,0.942884801609727,0.431978517444148,0.291276514647542,0.439329200509326,0.179741781011993,0.218484378867366,0.228175509220969
12.6005928001077,5.62922131076159,0.321089811251124,0.347865326906085,0.317084364516777,0.0958672558951921,0.200853497392801,0.194533104941296
5.6134218492397,6.39462258673362,0.287775204248903,0.328290455449159,0.369787712357403,0.249858297253279,0.387858682933252,0.309578966410673
-1.64884715461585,14.4864738018449,0,0.247918336413676,0.226977268894585,0.333716576897781,0.393521535544526,0.299290988851153
-3.81476134972274,13.8747005106257,0.0590219632198195,0.354038040840111,0.408264930759001,0.252467428102483,0.416433673851229,0.279170570742555
3.4410692892278,7.57541463024169,0.311931725842428,0.303267610076334,0.32761049378257,0.258409601749677,0.191174340295657,0.285558910268829
0.65906157746939,6.94882539285967,0.316640789585983,0.275178546798902,0.332477565262073,0.401797597353329,0.26650562915961,0.224901847562208
7.92477025615973,6.54555968037842,0.233670498171454,0.315097500013637,0.305003316275685,0.176189109054917,0.335817021626939,0.212377070530742
-9.93463215147342,-16.3316948146821,0.656567741696536,0.668392225750084,0.680200245070594,0.789187514426101,0.79649211931136,0.343062538542355
-9.98712532632088,1.05085820813904,0.291014580143021,0.466421132441244,0.305969678974081,0.474430592490762,0.480237060932042,0.224203764071635
-7.27501794711858,-3.9155374647726,0.373886519323476,0.439368677348582,0.330025230943693,0.588341952972569,0.37968229087035,0.39389502978225
17.0335680398299,-0.835818119771383,0.317378468030195,0.356811894948292,0.470244896179392,0.137928490054691,0.246196352449075,0.274068357361968
3.02009857288396,5.32022054919008,0.399635294581875,0.220057885405668,0.337817874177219,0.32531837415485,0.27526907570169,0.320817542727872
-13.6450784801332,-15.6445463169832,0.868188338749367,0.802393690913452,0.506030411149275,0.599166359850657,0.812813294090845,0.699709452830427
-3.16103663616057,-5.10109226392635,0.433331221426112,0.444582138050914,0.452568963324368,0.359455794811684,0.364379103792457,0.275073328204688
2.26777920188688,3.80313744709391,0.456906010051754,0.291276514647542,0.270790176140868,0.359771818067946,0.307441125927281,0.261176442016663
-11.3743548020501,-16.6342470752064,0.737794361843235,0.700550689106854,0.750788866369778,0.666748230551899,0.593274374259654,0.464363964818097
-10.83453662727,-15.6908289018127,0.739782637613149,0.687591044925033,0.671117338926497,0.821866185451919,0.657670558351826,0.448289023376031
-9.03513525844513,-12.8768619172774,0.614475743196276,0.627933208598798,0.469538623676843,0.60714431089899,0.672713171023348,0.376367468755769
-8.71320464297021,-8.54540431634007,0.567466488015509,0.585335628477199,0.412939219463417,0.345525575712637,0.456456443676928,0.36383720638477
-3.86247683640358,2.8447695263169,0.360468678357408,0.470417420078821,0.29887345809166,0.398116122974014,0.179112408786586,0.17334748240906
16.6127064424366,2.6244409820709,0.486994071805756,0.399512102893487,0.486358459206588,0.198546978246773,0.123368416850924,0.158960315060252
0.665208372475287,9.74928044258137,0.243186879228407,0.270911211167051,0.215785749667367,0.346269604601395,0.351075724912282,0.221229211677376
-0.394089414068248,-7.58371520884416,0.371267347043495,0.344863144323913,0.533181159282003,0.405652559780825,0.510503693163843,0.254584075173579
-4.00297224742099,10.3173478796931,0.193945047029188,0.400623765909498,0.319316113508287,0.481818442467498,0.351075724912282,0.300255435157501
8.40819225810388,3.03093899731104,0.303136437876134,0.441709553035793,0.318515303192354,0.198659741090311,0.30415418620973,0.195530697282484
13.7409626064388,3.42982115801109,0.450311027522003,0.33582254970967,0.283596981592995,0.135183224490261,0.152020224562539,0.118352553515244
2.04708848772254,5.39183408331666,0.362151627105669,0.263564356033612,0.325626286818434,0.352926759749131,0.357792492417896,0.300777433634193
15.5877246051643,2.53918656956711,0.439327934568365,0.412215104728547,0.405610254177234,0.192433488788245,0.10870209067169,0.163016294301938
13.2576986251467,2.4511847747819,0.526667936412636,0.373442098448499,0.245417072039407,0.154277146415313,0.17830963466155,0.106797307561546
-7.84216510484216,-8.42898308901211,0.528101510950953,0.576478887227976,0.389819704454146,0.376102456208418,0.434183133058308,0.423338827754175
12.5836269920711,4.04585573375886,0.392795917343947,0.407435436834396,0.289062535582878,0.0541312854532724,0.188006742975392,0.0531348473714433
-1.16770300624423,11.9081923709098,0.126811228558107,0.218022050061822,0.389819704454146,0.428700015703604,0.352018943589829,0.243102031929128
8.15059498293807,7.52010797350645,0.173565512930209,0.354038040840111,0.312409962749673,0.201754395129585,0.38610630913061,0.156793947489978
-2.21698657609291,-0.419029003645408,0.388985947571138,0.418142137823416,0.345798829283282,0.335768500717551,0.235861060282857,0.302136222827124
-9.77662637448825,-9.20080190260705,0.670630523533629,0.60435855372572,0.506030411149275,0.337204646972397,0.461803860804213,0.387116398717984
-5.0912908771093,-6.00691484598006,0.46863933293213,0.506648303355083,0.422119134787502,0.424995312537529,0.398993309222756,0.319205910565667
2.22616434361847,-7.21663119650526,0.189178806407946,0.212138801882824,0.492229229970288,0.358157368952948,0.448683435846815,0.224369572406201
0.314342326660191,8.52444862470724,0.245142587515689,0.33582254970967,0.330025230943693,0.374628505613813,0.325856838600042,0.186681401892659
-3.75698349793873,-1.01395796663538,0.32995718022336,0.421741862553037,0.407916556790767,0.414567336275921,0.258867672763657,0.264606327934955
-5.61898961705429,-4.70676925964374,0.448840943772893,0.414300617351307,0.375613604860753,0.473509785618547,0.390803094709009,0.27139997793126
-12.4275084886382,-17.3891943041903,0.847403407084361,0.808213844729202,0.83532440202314,0.7593996079885,0.694236842198042,0.594399294595893
-0.0885816165170497,11.0750452642425,0.193945047029188,0.270911211167051,0.331699026591268,0.375118458204192,0.340925437171229,0.254584075173579
-4.75300226684721,8.96324950384456,0.167299831441528,0.372078569615464,0.125731946514128,0.513536930876351,0.303162548904113,0.262879858193204
-4.68956291514324,3.6859539631178,0.365137133941725,0.429712321134474,0.219913739116301,0.474660089187851,0.257506595478599,0.230432486597714
-10.766746168881,-0.0909329372397312,0.380413804240949,0.589576610552964,0.316515740238472,0.448207771665125,0.453833027917205,0.131711166599078
9.03662041116822,6.7068930103498,0.180325770702582,0.339978758032493,0.345093577530028,0.165718902886954,0.267926020935775,0.163016294301938
0.449220812401984,-0.707234394498226,0.487296241542912,0.475856661741421,0.263017888125962,0.268780628733624,0.340863936693358,0.346739528693317
-9.51994621271845,1.11381118211642,0.285506734383399,0.456724502296992,0.367102624973726,0.416409749314057,0.433377443367204,0.20874965492232
-2.09794912726413,-6.45358540110341,0.400228647071462,0.436480110174036,0.510490218088735,0.440308582431137,0.413747193206559,0.246809417979531
-13.5237168404992,-18.1779598902542,0.995898032626072,1.0210564597154,0.918495187934758,0.887822205231946,0.842924555071095,0.758090447753244
16.9590346593155,1.25792790078702,0.466519908800458,0.366202269106552,0.500281980848003,0.262115205864181,0.178176548067909,0.258249525069768
-5.52936871946678,-1.64871477256937,0.370156713880306,0.409991137650334,0.527411203416316,0.500803176984219,0.209346505621931,0.323330469534294
-9.84313497653748,-11.7262343431597,0.745359559605592,0.549035314106718,0.447463477371103,0.529551548223823,0.562821966033956,0.357065069739432
-4.42957894506502,-2.0250679792623,0.35973144383408,0.403369247118839,0.445358396208304,0.444068218756226,0.29621642506362,0.344060038503065
15.5935316514265,-0.741626947731902,0.352794991549982,0.513101102401272,0.454347714797658,0.194680668125505,0.197846630654133,0.246126736975615
-3.36001927212406,-10.6127370170449,0.356332701221965,0.346858503677937,0.636625591609658,0.424552163813742,0.506781115064507,0.511986713973765
2.7430678193337,2.05778104457844,0.534293155549503,0.311315224000025,0.336088083375558,0.272894797800751,0.389150023325822,0.316347182258931
0.498793362568879,-7.54306068537864,0.289617062168115,0.320954363283231,0.481771731385998,0.404921655597333,0.452348625565167,0.264606327934955
7.02019693384211,1.80213438336039,0.443739158635185,0.370995324045965,0.322890262432149,0.178065957462365,0.376382541219618,0.17519975868602
-7.03260900618634,-11.2830853326395,0.43506615898756,0.60337905727993,0.42794904723739,0.549640453242239,0.519593984439255,0.262879858193204
-3.1928614392327,12.18979375826,0.129005176852508,0.346220985605603,0.349401202171723,0.408418830826422,0.447936839562044,0.282920058097752
-0.066698015148836,-2.03392826694259,0.403405167471846,0.478293955380464,0.341207275500213,0.288398094182739,0.333267570803952,0.284257133419224
15.4624840927299,3.96965267839436,0.449329810500103,0.354038040840111,0.400044294753702,0.104798256838847,0.0739476559246602,0.102973485268766
-7.50482199324505,-12.3219442654432,0.471486901925527,0.539030877847708,0.451458630824097,0.576468368064602,0.600351197338267,0.412437731333837
-4.52603720283084,-11.5566036152306,0.515277949824483,0.390674314070828,0.481771731385998,0.433238859678003,0.617359697076896,0.524978901024896
2.78869304865125,14.1324917221501,0.10999352027468,0.191517752908858,0.431202926875688,0.309779811654751,0.1022432573592,0.482973763933216
17.813285448413,2.14886903505972,0.489210790778745,0.291943346310417,0.407265071386526,0.218674702383551,0.15148209488828,0.193545807225853
-12.2197998678592,-16.0339413022696,0.776593969229501,0.722860431842646,0.717037515066621,0.610106770490598,0.686727181797988,0.550335587430485
-8.07899697637375,-9.9993696697308,0.570444168918437,0.54203044686356,0.439102424344785,0.489440257750068,0.459113158359263,0.366155401540901
3.30117797100809,13.0428965874897,0.252773477200664,0.139758106580305,0.313425957577876,0.415611488731814,0.320326961158928,0.55880018176951
-2.16835351739322,5.32399673766708,0.24638138795163,0.45258797236184,0.283434696970808,0.343627713647256,0.183945414798728,0.338959347273685
